blank,,bm3_workingStock_2in100,,bm3_workingStock_1in100,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
503.9875488,0.0009407305624,503.9875488,0.09369762242,503.9875488,0.04827107117,
502.9267273,0.0006047028583,502.9267273,0.09378965944,502.9267273,0.04762718081,
502.0172729,0.0003692649771,502.0172729,0.09249905497,502.0172729,0.04732438549,
500.9560242,-3.779334975E-6,500.9560242,0.09206733853,500.9560242,0.04686049372,
500.0462036,0.0001548256841,500.0462036,0.09246168286,500.0462036,0.04725611955,
498.9844971,6.82925529E-5,498.9844971,0.09183055162,498.9844971,0.04736393318,
498.0742798,-0.0003405775351,498.0742798,0.09125054628,498.0742798,0.04664402455,
497.012146,-0.0002208029473,497.012146,0.09102399647,497.012146,0.04735951498,
495.9497986,-0.0001675016829,495.9497986,0.09118322283,495.9497986,0.04691611975,
495.0390015,-0.0002404140832,495.0390015,0.09128171951,495.0390015,0.04740016535,
493.9762268,-2.329730933E-6,493.9762268,0.09202724695,493.9762268,0.04745741934,
493.0650635,7.15806018E-5,493.0650635,0.09183643758,493.0650635,0.04697230086,
492.0018311,2.001031498E-5,492.0018311,0.09160660952,492.0018311,0.04662520438,
490.9383545,-0.0002155765978,490.9383545,0.09166338295,490.9383545,0.04729390144,
490.0266418,0.0006876871921,490.0266418,0.09201832116,490.0266418,0.04752932489,
488.9627686,0.000104332983,488.9627686,0.09191498905,488.9627686,0.04718625173,
488.0506592,-1.346068302E-6,488.0506592,0.09231264889,488.0506592,0.04771561176,
486.9863586,-7.526987611E-5,486.9863586,0.09310254455,486.9863586,0.04857441038,
486.0738831,4.778812581E-5,486.0738831,0.09277495742,486.0738831,0.04720371217,
485.0091553,0.0004017029714,485.0091553,0.09451434016,485.0091553,0.04843596742,
483.9441833,5.871334361E-5,483.9441833,0.09465022385,483.9441833,0.04853388295,
483.0311584,-0.000812059734,483.0311584,0.09406882524,483.0311584,0.04834959283,
481.9657593,-0.0002126270556,481.9657593,0.09509824961,481.9657593,0.0482531935,
481.0523682,8.796942711E-5,481.0523682,0.09649758041,481.0523682,0.04958513752,
479.9865417,0.0001657277026,479.9865417,0.09716796875,479.9865417,0.04948324338,
479.0728149,-0.00109137781,479.0728149,0.09764611721,479.0728149,0.04929756001,
478.0065918,0.0002846059215,478.0065918,0.09985459596,478.0065918,0.05114654824,
476.9401245,0.0002868853917,476.9401245,0.1006774381,476.9401245,0.05142597109,
476.0258179,-0.0002275815641,476.0258179,0.101897873,476.0258179,0.0516878739,
474.9589233,0.0001716578845,474.9589233,0.1045097709,474.9589233,0.05307495594,
474.044281,-0.001349098166,474.044281,0.1045143828,474.044281,0.05272999033,
472.9769897,0.0003478136787,472.9769897,0.1078271344,472.9769897,0.05503318086,
472.0619812,-0.0006002430455,472.0619812,0.1099838093,472.0619812,0.05544035509,
470.9942627,-0.0001348449587,470.9942627,0.1121059805,470.9942627,0.05708198249,
469.9263306,0.0001466428803,469.9263306,0.115333803,469.9263306,0.05879545212,
