baseline,,samle,,sampledil2,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
216.0187378,0.03586576879,216.0187378,1.270365715,216.0187378,1.444904327,
213.9771271,0.003924936522,213.9771271,1.447636247,213.9771271,0.8875613213,
211.9351807,-0.02047863416,211.9351807,0.455414176,211.9351807,0.5294234157,
210.0499878,0.0441105701,210.0499878,1.244161129,210.0499878,0.5200912356,
208.0073853,0.03832627833,208.0073853,0.9817868471,208.0073853,0.5108999014,
205.9644318,0.119094491,205.9644318,0.612660408,205.9644318,0.5401100516,
204.0783539,0.007402542047,204.0783539,0.4182231426,204.0783539,0.2873106301,
202.0347748,0.04357282445,202.0347748,1.396023154,202.0347748,0.1111933291,
199.9907532,-0.01762560755,199.9907532,10,199.9907532,0.05715727061,

baseline,
baseline
Collection Time: 09/06/2019 14:31:47
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         9600.00
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 06/06/2019 10:26:25
Method Modifications:
Common Interval nm Changed: 09/06/2019 14:31:32, Old:     5.00, New:     2.00
Baseline Correction Changed: 09/06/2019 14:31:32, Old:0, New:1
Storage Changed: 09/06/2019 14:31:32, Old:1, New:0
End Method Modifications
<Current Wavelength> , 218.1

samle,
samle
Collection Time: 09/06/2019 14:32:04
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         9600.00
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 06/06/2019 10:26:25
Method Modifications:
Common Interval nm Changed: 09/06/2019 14:31:32, Old:     5.00, New:     2.00
Baseline Correction Changed: 09/06/2019 14:31:32, Old:0, New:1
Storage Changed: 09/06/2019 14:31:32, Old:1, New:0
End Method Modifications
<Current Wavelength> , 218.1

sampledil2,
sampledil2
Collection Time: 09/06/2019 14:32:56
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         9600.00
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 06/06/2019 10:26:25
Method Modifications:
Common Interval nm Changed: 09/06/2019 14:31:32, Old:     5.00, New:     2.00
