,Vol/µl,Prot]/µM,No. Concs,Power,Substreate/nl
141,20.0,2.0,12.0,4.0,450.0
142,20.0,2.0,12.0,4.0,685.0
143,20.0,2.0,12.0,4.0,1000.0
144,20.0,2.0,6.0,4.0,0.0
145,20.0,2.0,6.0,4.0,2.5
146,20.0,2.0,6.0,4.0,27.5
147,20.0,2.0,6.0,4.0,130.0
148,20.0,2.0,6.0,4.0,410.0
149,20.0,2.0,6.0,4.0,1000.0
150,20.0,2.0,12.0,1.0,0.0
151,20.0,2.0,12.0,1.0,92.5
152,20.0,2.0,12.0,1.0,182.5
153,20.0,2.0,12.0,1.0,275.0
154,20.0,2.0,12.0,1.0,365.0
155,20.0,2.0,12.0,1.0,455.0
156,20.0,2.0,12.0,1.0,547.5
157,20.0,2.0,12.0,1.0,637.5
158,20.0,2.0,12.0,1.0,727.5
159,20.0,2.0,12.0,1.0,820.0
160,20.0,2.0,12.0,1.0,910.0
161,20.0,2.0,12.0,1.0,1000.0
162,20.0,2.0,6.0,1.0,0.0
163,20.0,2.0,6.0,1.0,200.0
164,20.0,2.0,6.0,1.0,400.0
165,20.0,2.0,6.0,1.0,602.5
166,20.0,2.0,6.0,1.0,800.0
167,20.0,2.0,6.0,1.0,1000.0
168,20.0,2.0,12.0,4.0,0.0
169,20.0,2.0,12.0,4.0,2.5
170,20.0,2.0,12.0,4.0,2.5
171,20.0,2.0,12.0,4.0,7.5
172,20.0,2.0,12.0,4.0,17.5
173,20.0,2.0,12.0,4.0,45.0
174,20.0,2.0,12.0,4.0,90.0
175,20.0,2.0,12.0,4.0,165.0
176,20.0,2.0,12.0,4.0,280.0
177,20.0,2.0,12.0,4.0,450.0
178,20.0,2.0,12.0,4.0,685.0
179,20.0,2.0,12.0,4.0,1000.0
180,20.0,10.0,12.0,4.0,0.0
181,20.0,10.0,12.0,4.0,2.5
182,20.0,10.0,12.0,4.0,2.5
183,20.0,10.0,12.0,4.0,7.5
184,20.0,10.0,12.0,4.0,17.5
185,20.0,10.0,12.0,4.0,45.0
186,20.0,10.0,12.0,4.0,90.0
187,20.0,10.0,12.0,4.0,165.0
188,20.0,10.0,12.0,4.0,280.0
189,20.0,10.0,12.0,4.0,450.0
190,20.0,10.0,12.0,4.0,685.0
191,20.0,10.0,12.0,4.0,1000.0
192,20.0,10.0,6.0,1.0,0.0
193,20.0,10.0,6.0,1.0,200.0
194,20.0,10.0,6.0,1.0,400.0
195,20.0,10.0,6.0,1.0,602.5
196,20.0,10.0,6.0,1.0,800.0
197,20.0,10.0,6.0,1.0,1000.0
198,20.0,10.0,12.0,1.0,0.0
199,20.0,10.0,12.0,1.0,92.5
200,20.0,10.0,12.0,1.0,182.5
201,20.0,10.0,12.0,1.0,275.0
202,20.0,10.0,12.0,1.0,365.0
203,20.0,10.0,12.0,1.0,455.0
204,20.0,10.0,12.0,1.0,547.5
205,20.0,10.0,12.0,1.0,637.5
206,20.0,10.0,12.0,1.0,727.5
207,20.0,10.0,12.0,1.0,820.0
208,20.0,10.0,12.0,1.0,910.0
209,20.0,10.0,12.0,1.0,1000.0
210,20.0,10.0,6.0,4.0,0.0
211,20.0,10.0,6.0,4.0,2.5
212,20.0,10.0,6.0,4.0,27.5
213,20.0,10.0,6.0,4.0,130.0
214,20.0,10.0,6.0,4.0,410.0
215,20.0,10.0,6.0,4.0,1000.0
216,20.0,10.0,12.0,4.0,0.0
217,20.0,10.0,12.0,4.0,2.5
218,20.0,10.0,12.0,4.0,2.5
219,20.0,10.0,12.0,4.0,7.5
220,20.0,10.0,12.0,4.0,17.5
221,20.0,10.0,12.0,4.0,45.0
222,20.0,10.0,12.0,4.0,90.0
223,20.0,10.0,12.0,4.0,165.0
224,20.0,10.0,12.0,4.0,280.0
225,20.0,10.0,12.0,4.0,450.0
226,20.0,10.0,12.0,4.0,685.0
227,20.0,10.0,12.0,4.0,1000.0
228,20.0,10.0,6.0,1.0,0.0
229,20.0,10.0,6.0,1.0,200.0
230,20.0,10.0,6.0,1.0,400.0
231,20.0,10.0,6.0,1.0,602.5
232,20.0,10.0,6.0,1.0,800.0
233,20.0,10.0,6.0,1.0,1000.0
234,20.0,10.0,12.0,1.0,0.0
235,20.0,10.0,12.0,1.0,92.5
236,20.0,10.0,12.0,1.0,182.5
237,20.0,10.0,12.0,1.0,275.0
238,20.0,10.0,12.0,1.0,365.0
239,20.0,10.0,12.0,1.0,455.0
240,20.0,10.0,12.0,1.0,547.5
241,20.0,10.0,12.0,1.0,637.5
242,20.0,10.0,12.0,1.0,727.5
243,20.0,10.0,12.0,1.0,820.0
244,20.0,10.0,12.0,1.0,910.0
245,20.0,10.0,12.0,1.0,1000.0
246,20.0,10.0,6.0,4.0,0.0
247,20.0,10.0,6.0,4.0,2.5
248,20.0,10.0,6.0,4.0,27.5
249,20.0,10.0,6.0,4.0,130.0
250,20.0,10.0,6.0,4.0,410.0
251,20.0,10.0,6.0,4.0,1000.0
252,20.0,10.0,12.0,4.0,0.0
253,20.0,10.0,12.0,4.0,2.5
254,20.0,10.0,12.0,4.0,2.5
255,20.0,10.0,12.0,4.0,7.5
256,20.0,10.0,12.0,4.0,17.5
257,20.0,10.0,12.0,4.0,45.0
258,20.0,10.0,12.0,4.0,90.0
259,20.0,10.0,12.0,4.0,165.0
260,20.0,10.0,12.0,4.0,280.0
261,20.0,10.0,12.0,4.0,450.0
262,20.0,10.0,12.0,4.0,685.0
263,20.0,10.0,12.0,4.0,1000.0
264,20.0,10.0,6.0,1.0,0.0
265,20.0,10.0,6.0,1.0,200.0
266,20.0,10.0,6.0,1.0,400.0
267,20.0,10.0,6.0,1.0,602.5
268,20.0,10.0,6.0,1.0,800.0
269,20.0,10.0,6.0,1.0,1000.0
270,20.0,10.0,12.0,1.0,0.0
271,20.0,10.0,12.0,1.0,92.5
272,20.0,10.0,12.0,1.0,182.5
273,20.0,10.0,12.0,1.0,275.0
274,20.0,10.0,12.0,1.0,365.0
275,20.0,10.0,12.0,1.0,455.0
276,20.0,10.0,12.0,1.0,547.5
277,20.0,10.0,12.0,1.0,637.5
278,20.0,10.0,12.0,1.0,727.5
279,20.0,10.0,12.0,1.0,820.0
280,20.0,10.0,12.0,1.0,910.0
281,20.0,10.0,12.0,1.0,1000.0
282,20.0,10.0,6.0,4.0,0.0
283,20.0,10.0,6.0,4.0,2.5
284,20.0,10.0,6.0,4.0,27.5
285,20.0,10.0,6.0,4.0,130.0
286,20.0,10.0,6.0,4.0,410.0
287,20.0,10.0,6.0,4.0,1000.0
288,20.0,10.0,12.0,4.0,0.0
289,20.0,10.0,12.0,4.0,2.5
290,20.0,10.0,12.0,4.0,2.5
291,20.0,10.0,12.0,4.0,7.5
292,20.0,10.0,12.0,4.0,17.5
293,20.0,10.0,12.0,4.0,45.0
294,20.0,10.0,12.0,4.0,90.0
295,20.0,10.0,12.0,4.0,165.0
296,20.0,10.0,12.0,4.0,280.0
297,20.0,10.0,12.0,4.0,450.0
298,20.0,10.0,12.0,4.0,685.0
299,20.0,10.0,12.0,4.0,1000.0
300,20.0,10.0,6.0,1.0,0.0
301,20.0,10.0,6.0,1.0,200.0
302,20.0,10.0,6.0,1.0,400.0
303,20.0,10.0,6.0,1.0,602.5
304,20.0,10.0,6.0,1.0,800.0
305,20.0,10.0,6.0,1.0,1000.0
306,20.0,10.0,12.0,1.0,0.0
307,20.0,10.0,12.0,1.0,92.5
308,20.0,10.0,12.0,1.0,182.5
309,20.0,10.0,12.0,1.0,275.0
310,20.0,10.0,12.0,1.0,365.0
311,20.0,10.0,12.0,1.0,455.0
312,20.0,10.0,12.0,1.0,547.5
313,20.0,10.0,12.0,1.0,637.5
314,20.0,10.0,12.0,1.0,727.5
315,20.0,10.0,12.0,1.0,820.0
316,20.0,10.0,12.0,1.0,910.0
317,20.0,10.0,12.0,1.0,1000.0
318,20.0,10.0,6.0,4.0,0.0
319,20.0,10.0,6.0,4.0,2.5
320,20.0,10.0,6.0,4.0,27.5
321,20.0,10.0,6.0,4.0,130.0
322,20.0,10.0,6.0,4.0,410.0
323,20.0,10.0,6.0,4.0,1000.0
324,20.0,10.0,12.0,4.0,0.0
325,20.0,10.0,12.0,4.0,2.5
326,20.0,10.0,12.0,4.0,2.5
327,20.0,10.0,12.0,4.0,7.5
328,20.0,10.0,12.0,4.0,17.5
329,20.0,10.0,12.0,4.0,45.0
330,20.0,10.0,12.0,4.0,90.0
331,20.0,10.0,12.0,4.0,165.0
332,20.0,10.0,12.0,4.0,280.0
333,20.0,10.0,12.0,4.0,450.0
334,20.0,10.0,12.0,4.0,685.0
335,20.0,10.0,12.0,4.0,1000.0
336,20.0,10.0,6.0,1.0,0.0
337,20.0,10.0,6.0,1.0,200.0
338,20.0,10.0,6.0,1.0,400.0
339,20.0,10.0,6.0,1.0,602.5
340,20.0,10.0,6.0,1.0,800.0
341,20.0,10.0,6.0,1.0,1000.0
342,20.0,10.0,12.0,1.0,0.0
343,20.0,10.0,12.0,1.0,92.5
344,20.0,10.0,12.0,1.0,182.5
345,20.0,10.0,12.0,1.0,275.0
346,20.0,10.0,12.0,1.0,365.0
347,20.0,10.0,12.0,1.0,455.0
348,20.0,10.0,12.0,1.0,547.5
349,20.0,10.0,12.0,1.0,637.5
350,20.0,10.0,12.0,1.0,727.5
351,20.0,10.0,12.0,1.0,820.0
352,20.0,10.0,12.0,1.0,910.0
353,20.0,10.0,12.0,1.0,1000.0
354,20.0,10.0,6.0,4.0,0.0
355,20.0,10.0,6.0,4.0,2.5
356,20.0,10.0,6.0,4.0,27.5
357,20.0,10.0,6.0,4.0,130.0
358,20.0,10.0,6.0,4.0,410.0
359,20.0,10.0,6.0,4.0,1000.0
360,0.0,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0,0.0
